
INSTRUMENT1,30-Mar-1998,3.4195
INSTRUMENT1,31-Mar-1998,3.4305
INSTRUMENT1,01-Apr-1998,3.4447
INSTRUMENT1,02-Apr-1998,3.4515
INSTRUMENT1,03-Apr-1998,3.4545
INSTRUMENT1,06-Apr-1998,3.4565
INSTRUMENT1,07-Apr-1998,3.4548
INSTRUMENT1,08-Apr-1998,3.4495
INSTRUMENT1,09-Apr-1998,3.4377
INSTRUMENT1,10-Apr-1998,3.4394
INSTRUMENT1,13-Apr-1998,3.419
INSTRUMENT1,14-Apr-1998,3.419
INSTRUMENT1,15-Apr-1998,3.417
INSTRUMENT1,16-Apr-1998,3.4045
INSTRUMENT1,17-Apr-1998,3.4065
INSTRUMENT1,20-Apr-1998,3.3935
INSTRUMENT1,21-Apr-1998,3.3915
